rxTime,signal,svId,Toe,Toc,iodNav,iodE,iodC
1422246705.3203282,2,36,358800,358800,90,0,0
1422246717.9723282,2,36,358800,358800,90,0,0
1422246727.9666135,2,36,358800,358800,90,0,0
1422246747.9666135,2,36,358800,358800,90,0,0
1422246757.9666135,2,36,358800,358800,90,0,0
1422246761.9666135,2,36,358800,358800,90,0,0
1422246770.9666135,3,36,358800,358800,90,0,0
1422246777.9666135,2,36,358800,358800,90,0,0
1422246787.9666135,2,36,358800,358800,90,0,0
1422246807.9666135,2,36,358800,358800,90,0,0
1422246817.9666135,2,36,358800,358800,90,0,0
1422246821.9666135,2,36,358800,358800,90,0,0
1422246837.9666135,2,36,358800,358800,90,0,0
1422246847.9666135,2,36,358800,358800,90,0,0
1422246867.9666135,2,36,358800,358800,90,0,0
1422246877.9666135,2,36,358800,358800,90,0,0
1422246881.9666135,2,36,358800,358800,90,0,0
1422246897.9666135,2,36,358800,358800,90,0,0
1422246907.9666135,2,36,358800,358800,90,0,0
1422246927.9666135,2,36,358800,358800,90,0,0
1422246937.9666135,2,36,358800,358800,90,0,0
1422246941.9666135,2,36,358800,358800,90,0,0
1422246957.9666135,2,36,358800,358800,90,0,0
1422246967.9666135,2,36,358800,358800,90,0,0
1422246987.9666135,2,36,358800,358800,90,0,0
1422246997.9666135,2,36,358800,358800,90,0,0
1422247001.9666135,2,36,358800,358800,90,0,0
1422247017.9666135,2,36,358800,358800,90,0,0
1422247027.9666135,2,36,358800,358800,90,0,0
1422247047.9666135,2,36,358800,358800,90,0,0
1422247057.9666135,2,36,358800,358800,90,0,0
1422247061.9666135,2,36,358800,358800,90,0,0
1422247077.9666135,2,36,358800,358800,90,0,0
1422247087.9666135,2,36,358800,358800,90,0,0
1422247107.9666135,2,36,358800,358800,90,0,0
1422247117.9666135,2,36,358800,358800,90,0,0
1422247121.9666135,2,36,358800,358800,90,0,0
1422247137.9666135,2,36,358800,358800,90,0,0
1422247147.9666135,2,36,358800,358800,90,0,0
1422247167.9666135,2,36,358800,358800,90,0,0
1422247177.9666135,2,36,358800,358800,90,0,0
1422247181.9666135,2,36,358800,358800,90,0,0
1422247190.9666135,3,36,358800,358800,90,0,0
1422247197.9666135,2,36,358800,358800,90,0,0
1422247207.9666135,2,36,358800,358800,90,0,0
1422247227.9666135,2,36,358800,358800,90,0,0
1422247237.9666135,2,36,358800,358800,90,0,0
1422247241.9666135,2,36,358800,358800,90,0,0
1422247257.9666135,2,36,358800,358800,90,0,0
1422247267.9666135,2,36,358800,358800,90,0,0
1422247290.9666135,3,36,358800,358800,90,0,0
1422247758.9666135,0,31,367200,367200,0,46,46
1422248334.9666135,0,31,367200,367200,0,46,46
1422248598.9666135,0,31,367200,367200,0,46,46
