rxTime,signal,svId,Toe,Toc,iodNav,iodE,iodC
1421026674.0094814,2,36,348000,348000,72,0,0
1421026676.0094814,2,36,348000,348000,72,0,0
1421026687.6544888,2,36,348000,348000,72,0,0
1421026692.6544888,0,18,354576,354576,0,94,862
1421026698.6544888,0,24,352800,352800,0,40,40
1421026699.6544888,1,24,351000,351000,0,0,0
1421026699.6544888,1,18,352500,352500,0,0,0
1421026707.6544888,2,36,348000,348000,72,0,0
1421026717.6544888,2,36,348000,348000,72,0,0
1421026721.6544888,2,36,348000,348000,72,0,0
1421026734.6544888,0,24,352800,352800,0,40,40
1421026734.6544888,0,18,354576,354576,0,94,862
1421026737.6544888,2,36,348000,348000,72,0,0
1421026747.6544888,2,36,348000,348000,72,0,0
1421026767.6544888,2,36,348000,348000,72,0,0
1421026770.6544888,3,36,348000,348000,72,0,0
1421026777.6544888,2,36,348000,348000,72,0,0
1421026781.6544888,2,36,348000,348000,72,0,0
1421026797.6544888,2,36,348000,348000,72,0,0
1421026807.6544888,2,36,348000,348000,72,0,0
1421026827.6544888,2,36,348000,348000,72,0,0
1421026837.6544888,2,36,348000,348000,72,0,0
1421026841.6544888,2,36,348000,348000,72,0,0
1421026857.6544888,2,36,348000,348000,72,0,0
1421026867.6544888,2,36,348000,348000,72,0,0
1421026888.6544888,2,36,348000,348000,72,0,0
1421026898.6544888,2,36,348000,348000,72,0,0
1421026902.6544888,2,36,348000,348000,72,0,0
1421026918.6544888,2,36,348000,348000,72,0,0
1421026928.6544888,2,36,348000,348000,72,0,0
1421026948.6544888,2,36,348000,348000,72,0,0
1421026958.6544888,2,36,348000,348000,72,0,0
1421026962.6544888,2,36,348000,348000,72,0,0
1421026978.6544888,2,36,348000,348000,72,0,0
1421026988.6544888,2,36,348000,348000,72,0,0
1421027008.6544888,2,36,348000,348000,72,0,0
1421027018.6544888,2,36,348000,348000,72,0,0
1421027022.6544888,2,36,348000,348000,72,0,0
1421027038.6544888,2,36,348000,348000,72,0,0
1421027048.6544888,2,36,348000,348000,72,0,0
1421027068.6544888,2,36,348000,348000,72,0,0
1421027078.6544888,2,36,348000,348000,72,0,0
1421027082.6544888,2,36,348000,348000,72,0,0
1421027098.6544888,2,36,348000,348000,72,0,0
1421027108.6544888,2,36,348000,348000,72,0,0
1421027128.6544888,2,36,348000,348000,72,0,0
1421027138.6544888,2,36,348000,348000,72,0,0
1421027142.6544888,2,36,348000,348000,72,0,0
1421027158.6544888,2,36,348000,348000,72,0,0
1421027168.6544888,2,36,348000,348000,72,0,0
1421027188.6544888,2,36,348000,348000,72,0,0
1421027198.6544888,2,36,348000,348000,72,0,0
1421027202.6544888,2,36,348000,348000,72,0,0
1421027218.6544888,2,36,348000,348000,72,0,0
1421027228.6544888,2,36,348000,348000,72,0,0
1421027248.6544888,2,36,348000,348000,72,0,0
1421027258.6544888,2,36,348000,348000,72,0,0
1421027261.6544888,3,36,348000,348000,72,0,0
1421027262.6544888,2,36,348000,348000,72,0,0
1421027278.6544888,2,36,348000,348000,72,0,0
1421027288.6544888,2,36,348000,348000,72,0,0
1421027298.6544888,0,10,352800,352800,0,22,22
1421027308.6544888,2,36,348000,348000,72,0,0
1421027318.6544888,2,36,348000,348000,72,0,0
1421027318.6544888,1,10,351000,351000,0,0,0
1421027322.6544888,2,36,348000,348000,72,0,0
1421027328.6544888,0,13,352800,352800,0,62,62
1421027338.6544888,2,36,348000,348000,72,0,0
1421027348.6544888,2,36,348000,348000,72,0,0
1421027368.6544888,2,36,348000,348000,72,0,0
1421027378.6544888,2,36,348000,348000,72,0,0
1421027382.6544888,2,36,348000,348000,72,0,0
1421027398.6544888,2,36,348000,348000,72,0,0
1421027408.6544888,2,36,348000,348000,72,0,0
1421027428.6544888,2,36,348000,348000,72,0,0
1421027431.6544888,3,36,348000,348000,72,0,0
1421027436.6544888,0,29,352800,352800,0,69,69
1421027438.6544888,2,36,348000,348000,72,0,0
1421027442.6544888,2,36,348000,348000,72,0,0
1421027458.6544888,2,36,348000,348000,72,0,0
1421027478.6544888,2,36,352261,352261,0,0,0
1421027484.6544888,0,13,352800,352800,0,62,62
1421027484.6544888,0,10,352800,352800,0,22,22
1421027484.6544888,0,29,352800,352800,0,69,69
