rxTime,signal,svId,Toe,Toc,iodNav,iodE,iodC
1421299136.113957,2,15,18000,18000,30,0,0
1421299138.113957,2,15,18000,18000,30,0,0
1421299148.2185168,2,15,18000,18000,30,0,0
1421299168.2185168,2,15,18000,18000,30,0,0
1421299178.2185168,2,15,18000,18000,30,0,0
1421299182.2185168,2,15,18000,18000,30,0,0
1421299198.2185168,2,15,18000,18000,30,0,0
1421299208.2185168,2,15,18000,18000,30,0,0
1421299211.2185168,3,15,18000,18000,30,0,0
1421299228.2185168,2,15,18000,18000,30,0,0
1421299238.2185168,2,15,18000,18000,30,0,0
1421299242.2185168,2,15,18000,18000,30,0,0
1421299258.2185168,2,15,18000,18000,30,0,0
1421299268.2185168,2,15,18000,18000,30,0,0
1421299276.2185168,2,15,18600,18600,31,0,0
1421299288.2185168,2,15,18600,18600,31,0,0
1421299298.2185168,2,15,18600,18600,31,0,0
1421299302.2185168,2,15,18600,18600,31,0,0
1421299318.2185168,2,15,18600,18600,31,0,0
1421299328.2185168,2,15,18600,18600,31,0,0
1421299341.2185168,3,15,18600,18600,31,0,0
1421299348.2185168,2,15,18600,18600,31,0,0
1421299358.2185168,2,15,18600,18600,31,0,0
1421299362.2185168,2,15,18600,18600,31,0,0
1421299378.2185168,2,15,18600,18600,31,0,0
1421299383.2185168,1,28,23100,23100,0,0,0
1421299388.2185168,2,15,18600,18600,31,0,0
1421299408.2185168,2,15,18600,18600,31,0,0
1421299418.2185168,2,15,18600,18600,31,0,0
1421299422.2185168,2,15,18600,18600,31,0,0
1421299438.2185168,2,15,18600,18600,31,0,0
1421299448.2185168,2,15,18600,18600,31,0,0
1421299468.2185168,2,15,18600,18600,31,0,0
1421299478.2185168,2,15,18600,18600,31,0,0
1421299482.2185168,2,15,18600,18600,31,0,0
1421299498.2185168,2,15,18600,18600,31,0,0
1421299508.2185168,2,15,18600,18600,31,0,0
1421299528.2185168,2,15,18600,18600,31,0,0
