rxTime,signal,svId,Toe,Toc,iodNav,iodE,iodC
1422833192.1713293,2,26,343561,343561,0,0,0
1422833196.1713293,2,26,342600,342600,63,0,0
1422833198.1713293,2,26,342600,342600,63,0,0
1422833202.1713293,2,26,342600,342600,63,0,0
1422833218.1713293,2,26,342600,342600,63,0,0
1422833228.1713293,2,26,342600,342600,63,0,0
1422833248.1713293,2,26,342600,342600,63,0,0
1422833258.1713293,2,26,342600,342600,63,0,0
1422833261.1713293,3,26,342600,342600,63,0,0
1422833262.1713293,2,26,342600,342600,63,0,0
1422833278.1713293,2,26,342600,342600,63,0,0
1422833288.1713293,2,26,342600,342600,63,0,0
1422833308.1713293,2,26,342600,342600,63,0,0
1422833318.1713293,2,26,342600,342600,63,0,0
1422833322.1713293,2,26,342600,342600,63,0,0
1422833338.1713293,2,26,342600,342600,63,0,0
1422833348.1713293,2,26,342600,342600,63,0,0
1422833368.1713293,2,26,342600,342600,63,0,0
1422833378.1713293,2,26,342600,342600,63,0,0
1422833382.1713293,2,26,342600,342600,63,0,0
1422833391.1713293,3,26,342600,342600,63,0,0
1422833398.1713293,2,26,342600,342600,63,0,0
1422833408.1713293,2,26,342600,342600,63,0,0
1422833428.1713293,2,26,342600,342600,63,0,0
1422833438.1713293,2,26,342600,342600,63,0,0
1422833442.1713293,2,26,342600,342600,63,0,0
1422833458.1713293,2,26,342600,342600,63,0,0
1422833468.1713293,2,26,342600,342600,63,0,0
1422833476.1713293,2,26,343200,343200,64,0,0
1422833488.1713293,2,26,343200,343200,64,0,0
1422833498.1713293,2,26,343200,343200,64,0,0
1422833502.1713293,2,26,343200,343200,64,0,0
1422833518.1713293,2,26,343200,343200,64,0,0
1422833528.1713293,2,26,343200,343200,64,0,0
1422833541.1713293,3,26,343200,343200,64,0,0
1422833548.1713293,2,26,343200,343200,64,0,0
1422833558.1713293,2,26,343200,343200,64,0,0
1422833562.1713293,2,26,343200,343200,64,0,0
1422833578.1713293,2,26,343200,343200,64,0,0
1422833588.1713293,2,26,343200,343200,64,0,0
1422833608.1713293,2,26,343200,343200,64,0,0
1422833618.1713293,2,26,343200,343200,64,0,0
1422833622.1713293,2,26,343200,343200,64,0,0
1422833638.1713293,2,26,343200,343200,64,0,0
1422833648.1713293,2,26,343200,343200,64,0,0
1422833668.1713293,2,26,343200,343200,64,0,0
1422833678.1713293,2,26,343200,343200,64,0,0
1422833682.1713293,2,26,343200,343200,64,0,0
1422833698.1713293,2,26,343200,343200,64,0,0
1422833708.1713293,2,26,343200,343200,64,0,0
1422833728.1713293,2,26,343200,343200,64,0,0
1422833738.1713293,2,26,343200,343200,64,0,0
1422833742.1713293,2,26,343200,343200,64,0,0
1422833758.1713293,2,26,343200,343200,64,0,0
1422833768.1713293,2,26,343200,343200,64,0,0
1422833788.1713293,2,26,343200,343200,64,0,0
1422833798.1713293,2,26,343200,343200,64,0,0
1422833802.1713293,2,26,343200,343200,64,0,0
1422833818.1713293,2,26,343200,343200,64,0,0
1422833828.1713293,2,26,343200,343200,64,0,0
1422833848.1713293,2,26,343200,343200,64,0,0
1422833858.1713293,2,26,343200,343200,64,0,0
1422833862.1713293,2,26,343200,343200,64,0,0
