rxTime,signal,svId,Toe,Toc,iodNav,iodE,iodC
1426173565.7003675,2,13,53400,53400,89,0,0
1426173567.7003675,2,13,53400,53400,89,0,0
1426173578.4457316,2,13,53400,53400,89,0,0
1426173582.4457316,2,13,53400,53400,89,0,0
1426173598.4457316,2,13,53400,53400,89,0,0
1426173608.4457316,2,13,53400,53400,89,0,0
1426173628.4457316,2,13,53400,53400,89,0,0
1426173631.4457316,3,13,53400,53400,89,0,0
1426173638.4457316,2,13,53400,53400,89,0,0
1426173642.4457316,2,13,53400,53400,89,0,0
1426173658.4457316,2,13,53400,53400,89,0,0
1426173668.4457316,2,13,53400,53400,89,0,0
1426173688.4457316,2,13,53400,53400,89,0,0
1426173698.4457316,2,13,53400,53400,89,0,0
1426173702.4457316,2,13,53400,53400,89,0,0
1426173718.4457316,2,13,53400,53400,89,0,0
1426173728.4457316,2,13,53400,53400,89,0,0
1426173748.4457316,2,13,53400,53400,89,0,0
1426173758.4457316,2,13,53400,53400,89,0,0
1426173762.4457316,2,13,53400,53400,89,0,0
1426173778.4457316,2,13,53400,53400,89,0,0
1426173788.4457316,2,13,53400,53400,89,0,0
1426173808.4457316,2,13,53400,53400,89,0,0
1426173818.4457316,2,13,53400,53400,89,0,0
1426173822.4457316,2,13,53400,53400,89,0,0
1426173838.4457316,2,13,53400,53400,89,0,0
1426173848.4457316,2,13,53400,53400,89,0,0
1426173868.4457316,2,13,53400,53400,89,0,0
1426173878.4457316,2,13,53400,53400,89,0,0
1426173882.4457316,2,13,53400,53400,89,0,0
1426173898.4457316,2,13,53400,53400,89,0,0
1426173908.4457316,2,13,53400,53400,89,0,0
1426173928.4457316,2,13,53400,53400,89,0,0
1426173938.4457316,2,13,53400,53400,89,0,0
1426173942.4457316,2,13,53400,53400,89,0,0
1426173958.4457316,2,13,53400,53400,89,0,0
1426173968.4457316,2,13,53400,53400,89,0,0
1426173988.4457316,2,13,53400,53400,89,0,0
1426173998.4457316,2,13,53400,53400,89,0,0
1426174002.4457316,2,13,53400,53400,89,0,0
1426174018.4457316,2,13,53400,53400,89,0,0
1426174028.4457316,2,13,53400,53400,89,0,0
1426174048.4457316,2,13,53400,53400,89,0,0
1426174058.4457316,2,13,53400,53400,89,0,0
1426174062.4457316,2,13,53400,53400,89,0,0
1426174078.4457316,2,13,53400,53400,89,0,0
1426174088.4457316,2,13,53400,53400,89,0,0
1426174108.4457316,2,13,53400,53400,89,0,0
1426174118.4457316,2,13,53400,53400,89,0,0
1426174122.4457316,2,13,53400,53400,89,0,0
1426174138.4457316,2,13,53400,53400,89,0,0
1426174148.4457316,2,13,53400,53400,89,0,0
1426174168.4457316,2,13,53400,53400,89,0,0
1426174178.4457316,2,13,53400,53400,89,0,0
1426174182.4457316,2,13,53400,53400,89,0,0
1426174198.4457316,2,13,53400,53400,89,0,0
1426174208.4457316,2,13,53400,53400,89,0,0
1426174228.4457316,2,13,53400,53400,89,0,0
1426174238.4457316,2,13,53400,53400,89,0,0
1426174242.4457316,2,13,53400,53400,89,0,0
1426174258.4457316,2,13,53400,53400,89,0,0
1426174268.4457316,2,13,53400,53400,89,0,0
1426174273.4457316,0,2,57600,57600,0,158,158
1426174288.4457316,2,13,53400,53400,89,0,0
1426174298.4457316,2,13,53400,53400,89,0,0
1426174302.4457316,2,13,53400,53400,89,0,0
1426174318.4457316,2,13,53400,53400,89,0,0
1426174328.4457316,2,13,53400,53400,89,0,0
1426174338.4457316,2,27,55921,55921,0,0,0
1426174341.4457316,3,27,55200,55200,92,0,0
1426174346.4457316,2,27,55200,55200,92,0,0
1426174348.4457316,2,27,55200,55200,92,0,0
1426174348.4457316,2,13,53400,53400,89,0,0
1426174358.4457316,2,27,55200,55200,92,0,0
1426174358.4457316,2,13,53400,53400,89,0,0
1426174362.4457316,2,27,55200,55200,92,0,0
1426174362.4457316,2,13,53400,53400,89,0,0
1426174378.4457316,2,27,55200,55200,92,0,0
1426174378.4457316,2,13,53400,53400,89,0,0
1426174388.4457316,2,27,55200,55200,92,0,0
1426174388.4457316,2,13,53400,53400,89,0,0
1426174408.4457316,2,27,55200,55200,92,0,0
1426174408.4457316,2,13,53400,53400,89,0,0
1426174418.4457316,2,27,55200,55200,92,0,0
1426174418.4457316,2,13,53400,53400,89,0,0
1426174422.4457316,2,27,55200,55200,92,0,0
1426174422.4457316,2,13,53400,53400,89,0,0
1426174438.4457316,2,27,55200,55200,92,0,0
1426174438.4457316,2,13,53400,53400,89,0,0
1426174448.4457316,2,27,55200,55200,92,0,0
1426174448.4457316,2,13,53400,53400,89,0,0
1426174468.4457316,2,27,55200,55200,92,0,0
1426174468.4457316,2,13,53400,53400,89,0,0
1426174478.4457316,2,27,55200,55200,92,0,0
1426174478.4457316,2,13,53400,53400,89,0,0
