rxTime,signal,svId,Toe,Toc,iodNav,iodE,iodC
1426191769.4358354,0,11,79200,79200,0,185,185
1426191782.4358354,1,11,77400,77400,0,0,0
1426192342.4358354,3,12,73200,73200,122,0,0
1426192435.4358354,0,11,79200,79200,0,185,185
1426192533.4358354,2,31,74131,74131,0,0,0
1426192535.4358354,2,12,73200,73200,122,0,0
1426192539.4358354,2,31,74131,74131,0,0,0
1426192539.4358354,2,12,73200,73200,122,0,0
1426192543.4358354,2,31,74131,74131,0,0,0
1426192543.4358354,2,12,73200,73200,122,0,0
1426192547.4358354,2,31,70800,70800,118,0,0
1426192559.4358354,2,31,70800,70800,118,0,0
1426192559.4358354,2,12,73200,73200,122,0,0
1426192569.4358354,2,31,70800,70800,118,0,0
1426192569.4358354,2,12,73200,73200,122,0,0
1426192589.4358354,2,31,70800,70800,118,0,0
1426192589.4358354,2,12,73200,73200,122,0,0
1426192599.4358354,2,31,70800,70800,118,0,0
1426192599.4358354,2,12,73200,73200,122,0,0
1426192603.4358354,2,31,70800,70800,118,0,0
1426192603.4358354,2,12,73200,73200,122,0,0
1426192612.4358354,3,31,70800,70800,118,0,0
1426192619.4358354,2,31,70800,70800,118,0,0
1426192619.4358354,2,12,73200,73200,122,0,0
1426192629.4358354,2,31,70800,70800,118,0,0
1426192629.4358354,2,12,73200,73200,122,0,0
1426192649.4358354,2,31,70800,70800,118,0,0
1426192649.4358354,2,12,73200,73200,122,0,0
1426192659.4358354,2,31,70800,70800,118,0,0
1426192659.4358354,2,12,73200,73200,122,0,0
1426192663.4358354,2,31,70800,70800,118,0,0
1426192663.4358354,2,12,73200,73200,122,0,0
1426192679.4358354,2,31,70800,70800,118,0,0
1426192679.4358354,2,12,73200,73200,122,0,0
1426192689.4358354,2,31,70800,70800,118,0,0
1426192689.4358354,2,12,73200,73200,122,0,0
1426192709.4358354,2,31,70800,70800,118,0,0
1426192709.4358354,2,12,73200,73200,122,0,0
1426192719.4358354,2,31,70800,70800,118,0,0
1426192719.4358354,2,12,73200,73200,122,0,0
1426192723.4358354,2,31,70800,70800,118,0,0
1426192723.4358354,2,12,73200,73200,122,0,0
1426192739.4358354,2,31,70800,70800,118,0,0
1426192739.4358354,2,12,73200,73200,122,0,0
1426192749.4358354,2,31,70800,70800,118,0,0
1426192749.4358354,2,12,73200,73200,122,0,0
1426192769.4358354,2,31,70800,70800,118,0,0
1426192769.4358354,2,12,73200,73200,122,0,0
1426192779.4358354,2,31,70800,70800,118,0,0
1426192779.4358354,2,12,73200,73200,122,0,0
1426192783.4358354,2,31,70800,70800,118,0,0
1426192783.4358354,2,12,73200,73200,122,0,0
1426192799.4358354,2,31,70800,70800,118,0,0
1426192799.4358354,2,12,73200,73200,122,0,0
1426192809.4358354,2,31,70800,70800,118,0,0
1426192809.4358354,2,12,73200,73200,122,0,0
1426192829.4358354,2,31,70800,70800,118,0,0
1426192829.4358354,2,12,73200,73200,122,0,0
1426192839.4358354,2,31,70800,70800,118,0,0
1426192839.4358354,2,12,73200,73200,122,0,0
1426192843.4358354,2,31,70800,70800,118,0,0
1426192843.4358354,2,12,73200,73200,122,0,0
1426192859.4358354,2,31,70800,70800,118,0,0
1426192859.4358354,2,12,73200,73200,122,0,0
1426192869.4358354,2,31,70800,70800,118,0,0
1426192869.4358354,2,12,73200,73200,122,0,0
1426192887.4358354,2,12,73800,73800,123,0,0
1426192889.4358354,2,31,70800,70800,118,0,0
1426192889.4358354,2,12,73800,73800,123,0,0
1426192899.4358354,2,31,70800,70800,118,0,0
1426192899.4358354,2,12,73800,73800,123,0,0
1426192903.4358354,2,31,70800,70800,118,0,0
1426192903.4358354,2,12,73800,73800,123,0,0
1426192919.4358354,2,31,70800,70800,118,0,0
1426192919.4358354,2,12,73800,73800,123,0,0
1426192929.4358354,2,31,70800,70800,118,0,0
1426192929.4358354,2,12,73800,73800,123,0,0
1426192942.4358354,3,12,73800,73800,123,0,0
1426192949.4358354,2,31,70800,70800,118,0,0
1426192949.4358354,2,12,73800,73800,123,0,0
1426192959.4358354,2,31,70800,70800,118,0,0
1426192959.4358354,2,12,73800,73800,123,0,0
1426192963.4358354,2,31,70800,70800,118,0,0
1426192963.4358354,2,12,73800,73800,123,0,0
1426192979.4358354,2,31,70800,70800,118,0,0
1426192979.4358354,2,12,73800,73800,123,0,0
1426192989.4358354,2,31,70800,70800,118,0,0
1426192989.4358354,2,12,73800,73800,123,0,0
1426193009.4358354,2,31,70800,70800,118,0,0
1426193009.4358354,2,12,73800,73800,123,0,0
1426193019.4358354,2,31,70800,70800,118,0,0
1426193019.4358354,2,12,73800,73800,123,0,0
1426193023.4358354,2,31,70800,70800,118,0,0
1426193023.4358354,2,12,73800,73800,123,0,0
1426193039.4358354,2,31,70800,70800,118,0,0
1426193039.4358354,2,12,73800,73800,123,0,0
1426193049.4358354,2,31,70800,70800,118,0,0
1426193049.4358354,2,12,73800,73800,123,0,0
1426193069.4358354,2,31,70800,70800,118,0,0
1426193069.4358354,2,12,73800,73800,123,0,0
1426193079.4358354,2,31,70800,70800,118,0,0
1426193079.4358354,2,12,73800,73800,123,0,0
1426193083.4358354,2,31,70800,70800,118,0,0
1426193083.4358354,2,12,73800,73800,123,0,0
1426193099.4358354,2,31,70800,70800,118,0,0
1426193099.4358354,2,12,73800,73800,123,0,0
1426193109.4358354,2,31,70800,70800,118,0,0
