rxTime,signal,svId,Toe,Toc,iodNav,iodE,iodC
1425995539.4259193,0,31,482400,482400,0,22,22
1425995635.4259193,0,31,482400,482400,0,22,22
1425995962.4259193,3,11,481200,481200,40,0,0
1425996019.4259193,0,31,489600,489600,0,54,54
1425996142.4259193,3,11,481800,481800,41,0,0
1425996727.4259193,0,2,489600,489600,0,19,19
1425996739.4259193,2,36,483121,483121,0,0,0
1425996747.4259193,2,36,482400,482400,42,0,0
1425996749.4259193,2,36,482400,482400,42,0,0
1425996759.4259193,2,36,482400,482400,42,0,0
1425996763.4259193,2,36,482400,482400,42,0,0
1425996779.4259193,2,36,482400,482400,42,0,0
1425996789.4259193,2,36,482400,482400,42,0,0
1425996809.4259193,2,36,482400,482400,42,0,0
1425996812.4259193,3,36,482400,482400,42,0,0
1425996819.4259193,2,36,482400,482400,42,0,0
1425996823.4259193,2,36,482400,482400,42,0,0
1425996839.4259193,2,36,482400,482400,42,0,0
1425996849.4259193,2,36,482400,482400,42,0,0
1425996869.4259193,2,36,482400,482400,42,0,0
1425996879.4259193,2,36,482400,482400,42,0,0
1425996883.4259193,2,36,482400,482400,42,0,0
1425996899.4259193,2,36,482400,482400,42,0,0
1425996909.4259193,2,36,482400,482400,42,0,0
1425996929.4259193,2,36,482400,482400,42,0,0
1425996939.4259193,2,36,482400,482400,42,0,0
1425996943.4259193,2,36,482400,482400,42,0,0
1425996959.4259193,2,36,482400,482400,42,0,0
1425996969.4259193,2,36,482400,482400,42,0,0
1425996989.4259193,2,36,482400,482400,42,0,0
1425996999.4259193,2,36,482400,482400,42,0,0
1425997003.4259193,2,36,482400,482400,42,0,0
1425997019.4259193,2,36,482400,482400,42,0,0
1425997029.4259193,2,36,482400,482400,42,0,0
1425997049.4259193,2,36,482400,482400,42,0,0
1425997059.4259193,2,36,482400,482400,42,0,0
1425997063.4259193,2,36,482400,482400,42,0,0
1425997079.4259193,2,36,482400,482400,42,0,0
1425997089.4259193,2,36,482400,482400,42,0,0
1425997109.4259193,2,36,482400,482400,42,0,0
1425997119.4259193,2,36,482400,482400,42,0,0
1425997123.4259193,2,36,482400,482400,42,0,0
1425997139.4259193,2,36,482400,482400,42,0,0
1425997149.4259193,2,36,482400,482400,42,0,0
1425997169.4259193,2,36,482400,482400,42,0,0
1425997179.4259193,2,36,482400,482400,42,0,0
1425997183.4259193,2,36,482400,482400,42,0,0
1425997199.4259193,2,36,482400,482400,42,0,0
1425997209.4259193,2,36,482400,482400,42,0,0
1425997229.4259193,2,36,482400,482400,42,0,0
1425997239.4259193,2,36,482400,482400,42,0,0
1425997243.4259193,2,36,482400,482400,42,0,0
1425997259.4259193,2,36,482400,482400,42,0,0
1425997269.4259193,2,36,482400,482400,42,0,0
1425997277.4259193,2,36,483000,483000,43,0,0
1425997289.4259193,2,36,483000,483000,43,0,0
1425997299.4259193,2,36,483000,483000,43,0,0
1425997303.4259193,2,36,483000,483000,43,0,0
1425997319.4259193,2,36,483000,483000,43,0,0
1425997329.4259193,2,36,483000,483000,43,0,0
1425997342.4259193,3,36,483000,483000,43,0,0
1425997349.4259193,2,36,483000,483000,43,0,0
1425997359.4259193,2,36,483000,483000,43,0,0
1425997363.4259193,2,36,483000,483000,43,0,0
1425997379.4259193,2,36,483000,483000,43,0,0
1425997389.4259193,2,36,483000,483000,43,0,0
1425997409.4259193,2,36,483000,483000,43,0,0
1425997419.4259193,2,36,483000,483000,43,0,0
1425997423.4259193,2,36,483000,483000,43,0,0
1425997439.4259193,2,36,483000,483000,43,0,0
1425997449.4259193,2,36,483000,483000,43,0,0
1425997469.4259193,2,36,483000,483000,43,0,0
1425997479.4259193,2,36,483000,483000,43,0,0
1425997483.4259193,2,36,483000,483000,43,0,0
1425997499.4259193,2,36,483000,483000,43,0,0
1425997509.4259193,2,36,483000,483000,43,0,0
1425997529.4259193,2,36,483000,483000,43,0,0
1425997539.4259193,2,36,483000,483000,43,0,0
1425997543.4259193,2,36,483000,483000,43,0,0
1425997559.4259193,2,36,483000,483000,43,0,0
1425997569.4259193,2,36,483000,483000,43,0,0
1425997589.4259193,2,36,483000,483000,43,0,0
1425997599.4259193,2,36,483000,483000,43,0,0
1425997603.4259193,2,36,483000,483000,43,0,0
1425997619.4259193,2,36,483000,483000,43,0,0
1425997629.4259193,2,36,483000,483000,43,0,0
1425997649.4259193,2,36,483000,483000,43,0,0
1425997659.4259193,2,36,483000,483000,43,0,0
1425997663.4259193,2,36,483000,483000,43,0,0
1425997672.4259193,3,36,483000,483000,43,0,0
1425997679.4259193,2,36,483000,483000,43,0,0
1425997689.4259193,2,36,483000,483000,43,0,0
1425997709.4259193,2,36,483000,483000,43,0,0
1425997719.4259193,2,36,483000,483000,43,0,0
1425997723.4259193,2,36,483000,483000,43,0,0
1425997739.4259193,2,36,483000,483000,43,0,0
1425997749.4259193,2,36,483000,483000,43,0,0
1425997769.4259193,2,36,483000,483000,43,0,0
1425998029.4259193,0,2,489600,489600,0,19,19
1425998539.4259193,0,1,489600,489600,0,43,43
1425998635.4259193,0,1,489600,489600,0,43,43
1425998635.4259193,0,2,489600,489600,0,19,19
1425998919.4259193,1,1,487800,487800,0,0,0
1425999793.4259193,0,1,489600,489600,0,43,43
1426000135.4259193,0,1,489600,489600,0,43,43
1426000449.4259193,1,1,487800,487800,0,0,0
1426000502.4259193,1,1,487800,487800,0,0,0
1426000550.4259193,1,1,487800,487800,0,0,0
1426000668.4259193,2,34,487051,487051,0,0,0
1426000671.4259193,3,34,486000,486000,48,0,0
1426000676.4259193,2,34,486000,486000,48,0,0
1426000678.4259193,2,34,486000,486000,48,0,0
1426000688.4259193,2,34,486000,486000,48,0,0
1426000708.4259193,2,34,486000,486000,48,0,0
1426000718.4259193,2,34,486000,486000,48,0,0
1426000722.4259193,2,34,486000,486000,48,0,0
1426000738.4259193,2,34,486000,486000,48,0,0
