rxTime,signal,svId,Toe,Toc,iodNav,iodE,iodC
1421817315.8666568,2,26,536400,536400,5,0,0
1421817327.8666568,2,26,536400,536400,5,0,0
1421817337.8592706,2,26,536400,536400,5,0,0
1421817341.8592706,2,26,536400,536400,5,0,0
1421817357.8592706,2,26,536400,536400,5,0,0
1421817367.8592706,2,26,536400,536400,5,0,0
1421817380.8592706,1,32,538200,538200,0,0,0
1421817380.8592706,3,26,536400,536400,5,0,0
1421817387.8592706,2,26,536400,536400,5,0,0
1421817397.8592706,2,26,536400,536400,5,0,0
1421817401.8592706,2,26,536400,536400,5,0,0
1421817402.8592706,0,2,540000,540000,0,43,43
1421817417.8592706,2,26,536400,536400,5,0,0
1421817427.8592706,2,26,536400,536400,5,0,0
1421817447.8592706,2,26,536400,536400,5,0,0
1421817457.8592706,2,26,536400,536400,5,0,0
1421817461.8592706,2,26,536400,536400,5,0,0
1421817477.8592706,2,26,536400,536400,5,0,0
1421817487.8592706,2,26,536400,536400,5,0,0
1421817507.8592706,2,26,536400,536400,5,0,0
1421817517.8592706,2,26,536400,536400,5,0,0
1421817521.8592706,2,26,536400,536400,5,0,0
1421817534.8592706,0,2,540000,540000,0,43,43
1421817537.8592706,2,26,536400,536400,5,0,0
1421817546.8592706,0,32,540000,540000,0,45,45
1421817547.8592706,2,26,536400,536400,5,0,0
1421817567.8592706,2,26,536400,536400,5,0,0
1421817577.8592706,2,26,536400,536400,5,0,0
1421817581.8592706,2,26,536400,536400,5,0,0
1421817597.8592706,2,26,536400,536400,5,0,0
1421817607.8592706,2,26,536400,536400,5,0,0
1421817627.8592706,2,26,536400,536400,5,0,0
1421817637.8592706,2,26,536400,536400,5,0,0
1421817641.8592706,2,26,536400,536400,5,0,0
1421817657.8592706,2,26,536400,536400,5,0,0
1421817667.8592706,2,26,536400,536400,5,0,0
1421817675.8592706,2,26,537000,537000,6,0,0
1421817687.8592706,2,26,537000,537000,6,0,0
1421817697.8592706,2,26,537000,537000,6,0,0
1421817701.8592706,2,26,537000,537000,6,0,0
1421817717.8592706,2,26,537000,537000,6,0,0
1421817727.8592706,2,26,537000,537000,6,0,0
1421817740.8592706,3,26,537000,537000,6,0,0
1421817747.8592706,2,26,537000,537000,6,0,0
1421817757.8592706,2,26,537000,537000,6,0,0
1421817761.8592706,2,26,537000,537000,6,0,0
1421817777.8592706,2,26,537000,537000,6,0,0
1421817787.8592706,2,26,537000,537000,6,0,0
1421817807.8592706,2,26,537000,537000,6,0,0
1421817817.8592706,2,26,537000,537000,6,0,0
1421817821.8592706,2,26,537000,537000,6,0,0
1421817837.8592706,2,26,537000,537000,6,0,0
1421817847.8592706,2,26,537000,537000,6,0,0
1421817867.8592706,2,26,537000,537000,6,0,0
1421817877.8592706,2,26,537000,537000,6,0,0
1421817881.8592706,2,26,537000,537000,6,0,0
1421817897.8592706,2,26,537000,537000,6,0,0
1421817907.8592706,2,26,537000,537000,6,0,0
1421817927.8592706,2,26,537000,537000,6,0,0
1421817937.8592706,2,26,537000,537000,6,0,0
1421817941.8592706,2,26,537000,537000,6,0,0
1421817942.8592706,0,16,540000,540000,0,44,44
1421817957.8592706,2,26,537000,537000,6,0,0
1421817967.8592706,2,26,537000,537000,6,0,0
1421817987.8592706,2,26,537000,537000,6,0,0
1421817997.8592706,2,26,537000,537000,6,0,0
1421818001.8592706,2,26,537000,537000,6,0,0
1421818017.8592706,2,26,537000,537000,6,0,0
1421818027.8592706,2,26,537000,537000,6,0,0
1421818047.8592706,2,26,537000,537000,6,0,0
1421818057.8592706,2,26,537000,537000,6,0,0
1421818061.8592706,2,26,537000,537000,6,0,0
1421818077.8592706,2,26,537000,537000,6,0,0
1421818087.8592706,2,26,537000,537000,6,0,0
1421818107.8592706,2,26,537000,537000,6,0,0
1421818117.8592706,2,26,537000,537000,6,0,0
1421818121.8592706,2,26,537000,537000,6,0,0
1421818137.8592706,2,26,537000,537000,6,0,0
1421818147.8592706,2,26,537000,537000,6,0,0
1421818167.8592706,2,26,537000,537000,6,0,0
1421818177.8592706,2,26,537000,537000,6,0,0
1421818181.8592706,2,26,537000,537000,6,0,0
1421818261.8592706,2,33,538231,538231,0,0,0
1421818267.8592706,2,33,538231,538231,0,0,0
1421818277.8592706,2,33,538261,538261,0,0,0
1421818285.8592706,2,33,537600,537600,7,0,0
1421818287.8592706,2,33,537600,537600,7,0,0
1421818298.8592706,2,33,537600,537600,7,0,0
1421818302.8592706,2,33,537600,537600,7,0,0
1421818318.8592706,2,33,537600,537600,7,0,0
1421818328.8592706,2,33,537600,537600,7,0,0
1421818340.8592706,3,26,537600,537600,7,0,0
1421818341.8592706,3,33,537600,537600,7,0,0
1421818348.8592706,2,33,537600,537600,7,0,0
1421818358.8592706,2,33,537600,537600,7,0,0
1421818362.8592706,2,33,537600,537600,7,0,0
1421818378.8592706,2,33,537600,537600,7,0,0
1421818388.8592706,2,33,537600,537600,7,0,0
1421818408.8592706,2,33,537600,537600,7,0,0
1421818418.8592706,2,33,537600,537600,7,0,0
1421818422.8592706,2,33,537600,537600,7,0,0
1421818438.8592706,2,33,537600,537600,7,0,0
1421818448.8592706,2,33,537600,537600,7,0,0
1421818468.8592706,2,33,537600,537600,7,0,0
1421818478.8592706,2,33,537600,537600,7,0,0
1421818482.8592706,2,33,537600,537600,7,0,0
1421818498.8592706,2,33,537600,537600,7,0,0
1421818508.8592706,2,33,537600,537600,7,0,0
1421818528.8592706,2,33,537600,537600,7,0,0
1421818538.8592706,2,33,537600,537600,7,0,0
1421818542.8592706,2,33,537600,537600,7,0,0
1421818558.8592706,2,33,537600,537600,7,0,0
1421818568.8592706,2,33,537600,537600,7,0,0
1421818588.8592706,2,33,537600,537600,7,0,0
1421818598.8592706,2,33,537600,537600,7,0,0
1421818602.8592706,2,33,537600,537600,7,0,0
1421818618.8592706,2,33,537600,537600,7,0,0
