rxTime,signal,svId,Toe,Toc,iodNav,iodE,iodC
1422609638.052006,0,11,122400,122400,0,122,634
1422609639.052006,1,11,120600,120600,0,0,0
1422609649.052006,2,34,120031,120031,0,0,0
1422609649.052006,0,13,122400,122400,0,16,16
1422609659.052006,2,34,120031,120031,0,0,0
1422609669.052006,2,34,120031,120031,0,0,0
1422609679.052006,2,34,120061,120061,0,0,0
1422609687.052006,2,34,118800,60,68,0,0
1422609689.052006,2,34,118800,60,68,0,0
1422609699.052006,2,34,118800,60,68,0,0
1422609703.052006,2,34,118800,60,68,0,0
1422609717.052006,2,34,119400,119400,72,0,0
1422609719.052006,2,34,119400,119400,72,0,0
1422609729.052006,2,34,119400,119400,72,0,0
1422609749.052006,2,34,119400,119400,72,0,0
1422609759.052006,2,34,119400,119400,72,0,0
1422609763.052006,2,34,119400,119400,72,0,0
1422609779.052006,2,34,119400,119400,72,0,0
1422609789.052006,2,34,119400,119400,72,0,0
1422609789.052006,1,30,120600,120600,0,0,0
1422609809.052006,2,34,119400,119400,72,0,0
1422609819.052006,2,34,119400,119400,72,0,0
1422609823.052006,2,34,119400,119400,72,0,0
1422609830.052006,0,6,122400,122400,0,67,67
1422609839.052006,2,34,119400,119400,72,0,0
1422609848.052006,1,6,120600,120600,0,0,0
1422609849.052006,2,34,119400,119400,72,0,0
1422609862.052006,3,34,119400,119400,72,0,0
1422609869.052006,2,34,119400,119400,72,0,0
1422609879.052006,2,34,119400,119400,72,0,0
1422609883.052006,2,34,119400,119400,72,0,0
1422609899.052006,2,34,119400,119400,72,0,0
1422609909.052006,2,34,119400,119400,72,0,0
1422609929.052006,2,34,119400,119400,72,0,0
1422609939.052006,2,34,119400,119400,72,0,0
1422609943.052006,2,34,119400,119400,72,0,0
1422609959.052006,2,34,119400,119400,72,0,0
1422609969.052006,2,34,119400,119400,72,0,0
1422609989.052006,2,34,119400,119400,72,0,0
1422609999.052006,2,34,119400,119400,72,0,0
1422610003.052006,2,34,119400,119400,72,0,0
1422610019.052006,2,34,119400,119400,72,0,0
1422610029.052006,2,34,119400,119400,72,0,0
1422610049.052006,2,34,119400,119400,72,0,0
1422610059.052006,2,34,119400,119400,72,0,0
1422610063.052006,2,34,119400,119400,72,0,0
1422610079.052006,2,34,119400,119400,72,0,0
1422610089.052006,2,34,119400,119400,72,0,0
1422610109.052006,2,34,119400,119400,72,0,0
1422610119.052006,2,34,119400,119400,72,0,0
1422610123.052006,2,34,119400,119400,72,0,0
1422610136.052006,0,13,122400,122400,0,16,16
1422610136.052006,0,6,122400,122400,0,67,67
1422610139.052006,2,34,119400,119400,72,0,0
1422610149.052006,2,34,119400,119400,72,0,0
1422610169.052006,2,34,119400,119400,72,0,0
1422610179.052006,2,34,119400,119400,72,0,0
1422610183.052006,2,34,119400,119400,72,0,0
1422610199.052006,2,34,119400,119400,72,0,0
1422610209.052006,2,34,119400,119400,72,0,0
1422610229.052006,2,34,119400,119400,72,0,0
1422610239.052006,2,34,119400,119400,72,0,0
1422610243.052006,2,34,119400,119400,72,0,0
1422610259.052006,2,34,119400,119400,72,0,0
1422610269.052006,2,34,119400,119400,72,0,0
1422610277.052006,2,34,120000,120000,73,0,0
1422610289.052006,2,34,120000,120000,73,0,0
1422610299.052006,2,34,120000,120000,73,0,0
1422610303.052006,2,34,120000,120000,73,0,0
1422610319.052006,2,34,120000,120000,73,0,0
1422610329.052006,2,34,120000,120000,73,0,0
1422610342.052006,3,34,120000,120000,73,0,0
1422610349.052006,2,34,120000,120000,73,0,0
1422610359.052006,2,34,120000,120000,73,0,0
1422610363.052006,2,34,120000,120000,73,0,0
1422610379.052006,2,34,120000,120000,73,0,0
1422610389.052006,2,34,120000,120000,73,0,0
1422610409.052006,2,34,120000,120000,73,0,0
1422610419.052006,2,34,120000,120000,73,0,0
1422610423.052006,2,34,120000,120000,73,0,0
1422610439.052006,2,34,120000,120000,73,0,0
1422610449.052006,2,34,120000,120000,73,0,0
1422610469.052006,2,34,120000,120000,73,0,0
1422610479.052006,2,34,120000,120000,73,0,0
1422610483.052006,2,34,120000,120000,73,0,0
1422610499.052006,2,34,120000,120000,73,0,0
1422610509.052006,2,34,120000,120000,73,0,0
1422610529.052006,2,34,120000,120000,73,0,0
1422610539.052006,2,34,120000,120000,73,0,0
1422610543.052006,2,34,120000,120000,73,0,0
1422610559.052006,2,34,120000,120000,73,0,0
1422610569.052006,2,34,120000,120000,73,0,0
1422610589.052006,2,34,120000,120000,73,0,0
1422610599.052006,2,34,120000,120000,73,0,0
1422610603.052006,2,34,120000,120000,73,0,0
1422610619.052006,2,34,120000,120000,73,0,0
1422610629.052006,2,34,120000,120000,73,0,0
1422610649.052006,2,34,120000,120000,73,0,0
1422610659.052006,2,34,120000,120000,73,0,0
1422610663.052006,2,34,120000,120000,73,0,0
1422610679.052006,2,34,120000,120000,73,0,0
1422610689.052006,2,34,120000,120000,73,0,0
1422610709.052006,2,34,120000,120000,73,0,0
1422610719.052006,2,34,120000,120000,73,0,0
1422610723.052006,2,34,120000,120000,73,0,0
1422610739.052006,2,34,120000,120000,73,0,0
1422610749.052006,2,34,120000,120000,73,0,0
1422610769.052006,2,34,120000,120000,73,0,0
1422610779.052006,2,34,120000,120000,73,0,0
1422610783.052006,2,34,120000,120000,73,0,0
1422610799.052006,2,34,120000,120000,73,0,0
1422610809.052006,2,34,120000,120000,73,0,0
1422610829.052006,2,34,120000,120000,73,0,0
1422610839.052006,2,34,120000,120000,73,0,0
1422610843.052006,2,34,120000,120000,73,0,0
1422610859.052006,2,34,120000,120000,73,0,0
1422610869.052006,2,34,120000,120000,73,0,0
1422610877.052006,2,34,120600,120600,74,0,0
1422610886.052006,0,6,122400,122400,0,67,67
1422610889.052006,2,34,120600,120600,74,0,0
1422610899.052006,2,34,120600,120600,74,0,0
1422610903.052006,2,34,120600,120600,74,0,0
1422610919.052006,2,34,120600,120600,74,0,0
1422610929.052006,2,34,120600,120600,74,0,0
1422610942.052006,3,34,120600,120600,74,0,0
1422610949.052006,2,34,120600,120600,74,0,0
1422610959.052006,2,34,120600,120600,74,0,0
1422610963.052006,2,34,120600,120600,74,0,0
1422611009.052006,2,34,120600,120600,74,0,0
1422611019.052006,2,34,120600,120600,74,0,0
1422611180.052006,0,13,122400,122400,0,16,16
1422611283.052006,2,15,121681,121681,0,0,0
1422611289.052006,2,15,121681,121681,0,0,0
1422611297.052006,2,15,120600,120600,74,0,0
1422611309.052006,2,15,120600,120600,74,0,0
1422611319.052006,2,15,120600,120600,74,0,0
1422611323.052006,2,15,120600,120600,74,0,0
1422611339.052006,2,15,120600,120600,74,0,0
1422611349.052006,2,15,120600,120600,74,0,0
1422611362.052006,3,15,120600,120600,74,0,0
1422611369.052006,2,15,120600,120600,74,0,0
1422611379.052006,2,15,120600,120600,74,0,0
1422611383.052006,2,15,120600,120600,74,0,0
1422611399.052006,2,15,120600,120600,74,0,0
1422611409.052006,2,15,120600,120600,74,0,0
1422611420.052006,0,20,122384,122384,0,4,4
1422611429.052006,2,15,120600,120600,74,0,0
1422611439.052006,2,15,120600,120600,74,0,0
1422611443.052006,2,15,120600,120600,74,0,0
1422611459.052006,2,15,120600,120600,74,0,0
1422611469.052006,2,15,120600,120600,74,0,0
1422611477.052006,2,15,121200,121200,75,0,0
1422611489.052006,2,15,121200,121200,75,0,0
1422611499.052006,2,15,121200,121200,75,0,0
1422611503.052006,2,15,121200,121200,75,0,0
1422611519.052006,2,15,121200,121200,75,0,0
1422611529.052006,2,15,121200,121200,75,0,0
1422611542.052006,3,15,121200,121200,75,0,0
1422611549.052006,2,15,121200,121200,75,0,0
1422611559.052006,2,15,121200,121200,75,0,0
1422611563.052006,2,15,121200,121200,75,0,0
1422611579.052006,2,15,121200,121200,75,0,0
1422611589.052006,2,15,121200,121200,75,0,0
1422611609.052006,2,15,121200,121200,75,0,0
1422611619.052006,2,15,121200,121200,75,0,0
1422611623.052006,2,15,121200,121200,75,0,0
1422611636.052006,0,13,122400,122400,0,16,16
1422611639.052006,2,15,121200,121200,75,0,0
1422611649.052006,2,15,121200,121200,75,0,0
1422611669.052006,2,15,121200,121200,75,0,0
1422611679.052006,2,15,121200,121200,75,0,0
1422611683.052006,2,15,121200,121200,75,0,0
1422611699.052006,2,15,121200,121200,75,0,0
1422611709.052006,2,15,121200,121200,75,0,0
1422611729.052006,2,15,121200,121200,75,0,0
1422611739.052006,2,15,121200,121200,75,0,0
1422611743.052006,2,15,121200,121200,75,0,0
1422611759.052006,2,15,121200,121200,75,0,0
1422611769.052006,2,15,121200,121200,75,0,0
1422611789.052006,2,15,121200,121200,75,0,0
1422611799.052006,2,15,121200,121200,75,0,0
1422611803.052006,2,15,121200,121200,75,0,0
1422611819.052006,2,15,121200,121200,75,0,0
1422611829.052006,2,15,121200,121200,75,0,0
1422611849.052006,2,15,121200,121200,75,0,0
1422611859.052006,2,15,121200,121200,75,0,0
1422611863.052006,2,15,121200,121200,75,0,0
1422611879.052006,2,15,121200,121200,75,0,0
1422611889.052006,2,15,121200,121200,75,0,0
1422611909.052006,2,15,121200,121200,75,0,0
1422611919.052006,2,15,121200,121200,75,0,0
1422611923.052006,2,15,121200,121200,75,0,0
1422611939.052006,2,15,121200,121200,75,0,0
1422611949.052006,2,15,121200,121200,75,0,0
1422611969.052006,2,15,121200,121200,75,0,0
1422611979.052006,2,15,121200,121200,75,0,0
1422611983.052006,2,15,121200,121200,75,0,0
1422611999.052006,2,15,121200,121200,75,0,0
1422612009.052006,2,15,121200,121200,75,0,0
1422612020.052006,1,6,127800,127800,0,0,0
1422612029.052006,2,15,121200,121200,75,0,0
1422612039.052006,2,15,121200,121200,75,0,0
1422612043.052006,2,15,121200,121200,75,0,0
1422612059.052006,2,15,121200,121200,75,0,0
1422612069.052006,2,15,121200,121200,75,0,0
1422612077.052006,2,15,121800,121800,76,0,0
1422612089.052006,2,15,121800,121800,76,0,0
1422612099.052006,2,15,121800,121800,76,0,0
1422612103.052006,2,15,121800,121800,76,0,0
1422612119.052006,2,15,121800,121800,76,0,0
1422612129.052006,2,15,121800,121800,76,0,0
1422612149.052006,2,15,121800,121800,76,0,0
1422612159.052006,2,15,121800,121800,76,0,0
1422612163.052006,2,15,121800,121800,76,0,0
1422612164.052006,0,13,129600,129600,0,29,29
1422612179.052006,2,15,121800,121800,76,0,0
1422612189.052006,2,15,121800,121800,76,0,0
1422612209.052006,2,15,121800,121800,76,0,0
1422612219.052006,2,15,121800,121800,76,0,0
1422612223.052006,2,15,121800,121800,76,0,0
1422612239.052006,2,15,121800,121800,76,0,0
1422612249.052006,2,15,121800,121800,76,0,0
1422612272.052006,3,15,121800,121800,76,0,0
1422612273.052006,2,15,122671,122671,0,0,0
1422612279.052006,2,15,122671,122671,0,0,0
1422612283.052006,2,15,122671,122671,0,0,0
1422612287.052006,2,15,121800,121800,76,0,0
1422612299.052006,2,15,121800,121800,76,0,0
